news_title,news
'Never did I myself reach the point of striking Ms. Heard': Johnny Depp testifies in court,"Actor Johnny Depp testified on Tuesday that he never struck his ex-wife Amber Heard and was challenging her accusations in a $50-million US defamation case in part to protect his children from false information about his behaviour.,Speaking softly and slowly, Depp said in a Virginia courtroom that it was a ""complete shock"" about six years ago when Heard ""made some quite heinous and disturbing"" allegations that he became violent during their relationship.,""Never did I myself reach the point of striking Ms. Heard in any way, nor have I ever struck any woman in my life,"" said Depp, who wore a dark suit with his hair in a ponytail.,""I felt it my responsibility to stand up not only for myself in that instance but stand up for my children,"" Depp said. His two children from a previous relationship were in high school at the time, he said.,""It's very strange when one day you're Cinderella so to speak, and then in 0.6 seconds you're Quasimodo,"" Depp added.,Depp, 58, alleges Heard, 35, defamed him when she penned a December 2018 , about being a survivor of domestic abuse. He filed a $50-million lawsuit against Heard in 2018.,The article never mentioned Depp by name, but Depp lawyer Benjamin Chew told jurors a week ago that it was clear Heard was referencing the Hollywood leading man.,Lawyers for Heard have argued she told the truth and that her opinion was protected as free speech under the U.S. Constitution's First Amendment.,A state court judge in Fairfax County, Va., is overseeing the trial, which is in its second week and is expected to last for six weeks.,Witnesses called by Depp's lawyers have included friends of the , star and a doctor and a nurse who said they treated him for substance abuse. The witnesses testified that they were aware of arguments between the couple but had not witnessed physical abuse by Depp toward Heard.,""Their arguments were a trigger for him emotionally,"" Debbie Lloyd, who worked as a nurse for Depp when he was engaged to Heard, said in a videotaped March 8 deposition that was played for the jury on Monday. ""They would cause him to be upset, add stress."",When asked by a lawyer for Depp if she was aware that any of the arguments between Depp and Heard became physical, Lloyd replied, ""No."",Less than two years ago, Depp ,, a British tabloid that labelled him a ""wife beater."" A London High Court judge ruled he had repeatedly assaulted Heard and put her in fear for her life.,In the U.S. case, Depp and Heard both submitted long lists of potential witnesses they could put on the stand.,Heard's list includes her ex-boyfriend and Tesla chief executive Elon Musk, with whom she texted about Depp. Also on the list of potential witnesses is actor James Franco.,The Washington Post is not a defendant in the case. Depp's lawyers have said they filed the case in Fairfax County, outside the District of Columbia, because the newspaper is printed at a facility there.,The United States is a difficult forum for libel plaintiffs, especially public figures like Depp, who must prove by clear and convincing evidence that Heard knowingly made false claims.,Depp and Heard met while making 2011 film ,and married four years later. Heard accused Depp of domestic abuse after ,.,Heard, known for roles in ,and ,, has brought her own libel claim against Depp, saying he smeared her by calling her a liar.,Heard's counterclaim will be decided as part of the trial. Heard is seeking $100 million in damages from Depp, according to court papers.,Following the November 2020 ruling in the London libel trial, Depp was , in the third film in the , franchise, a spinoff from the , books and films."
Simple Plan launches fundraiser for children in Ukraine with new music video,"When members of Simple Plan sat down to brainstorm concepts for a music video earlier this year, it was hard to ignore one idea that was staring right back at them in Ukrainian filmmaker Jensen Noen.,Several months earlier, the Montreal pop-punk band had formed a friendship with the Los Angeles-based director who shot their videos for ,and,. As they planned a third for the single ,, Ukraine was slipping into a humanitarian crisis as Russia invaded the country.,Drummer Chuck Comeau said the band ended up in conversations with Noen about the troubling circumstances in his homeland and ways they could draw something hopeful from the war.,""This could be a really powerful music video,"" Comeau said they considered of the project, which premiered online Tuesday.,""(We) started to think, 'Maybe we can use the song. Maybe we can use our platform. Maybe we can use our influence to have a positive impact.""',Noen agreed. And not long after, the director was pouring through his Ukrainian cast and crew contacts in the Los Angeles area, seeking people who might be interested in donating their time to create a music video that would double as a UNICEF fundraiser to help those at home.,By late March, a cast of Ukrainian actors had joined a small crew to tell the story of a Ukrainian family — a father on the battleground, a mother helping the wounded and exercising free speech and children caught in the crossfire.,Simple Plan appears in scenes intercut with the storyline, performing their song amid the ruins of a devastated region.,""The whole idea for us was really trying to have an antiwar message,"" Comeau said.,""We wanted to be very mindful of not telling a story that is not ours and not doing it in a way that could feel clumsy. But I think having Jensen on board, and with him having that personal connection, it felt like this was the right thing to do right now."",It was very special to see all this talented Ukrainian team come together for this cause &amp; create such a moving, emotional music video. We believe in the power of music and hope this video can have a positive impact and raise as much money as possible for the people of Ukraine.,Although the shoot took place in Los Angeles, post-production and visual effects were completed by a team of Ukraine-based artists, which presented its own logistical challenges during the war. For a short time, they lost internet and were unable to send the finished footage back, which delayed the video's release by a few days, Comeau said.,Now that ,, the band is encouraging their fans to share it far and wide.,They say all money generated by YouTube views will be donated to the UN Children's Fund, which is appealing for nearly $949 million US to support Ukrainian children and their families.,Simple Plan say they intend to continue supporting Ukraine in the coming months. Fifty cents from every ticket sold on the upcoming , will donated to UNICEF through its Simple Plan Foundation, which is focused on causes supporting young people."
Rapper A$AP Rocky arrested at L.A. airport in connection with 2021 shooting,"Rapper A$AP Rocky was taken into custody Wednesday morning at the Los Angeles International Airport in connection with a shooting in Hollywood last year, authorities said.,The performer, whose real name is Rakim Mayers, was detained on suspicion of assault with a deadly weapon, the Los Angeles Police Department said in a statement Wednesday.,Mayers, 33, was wanted in connection with a Nov. 6, 2021 shooting after an argument escalated, authorities said. He is accused of firing a handgun at an acquaintance, who sustained a minor injury and later sought medical treatment.,Mayers and two other men ran after the gunfire, police said.,33-year-old Rakim Mayers, a Los Angeles resident, also known as music artist A$AP Rocky, has been arrested in connection to a shooting that occurred in the Hollywood area in November of 2021. <a href=""https://t.co/YeV9w2udDL"">pic.twitter.com/YeV9w2udDL</a>,Mayers's RCA Records publicist and lawyer did not immediately respond to requests for comment.,TMZ and NBC News first reported the arrest and details of the 2021 shooting.,Mayers had been photographed days earlier in Barbados with Rihanna. The high-profile celebrity couple announced in January that they were expecting their first child together, though they haven't revealed a due date.,Mayers released his last studio album four years ago and, like Rihanna, has become as known for fashion trendsetting as he is for music.,He was the focus of international attention in 2019 after being detained for nearly a month in Sweden following a street brawl. He was found guilty of assault and given a ""conditional sentence"" that meant no additional jail time."
"Russian Doll Season 2 is a messy, but fascinating, sequel to Netflix's best show","Really, the impact of ,'s first season can't be understated. ,The show was a smash hit, gained wide critical acclaim, and became an Emmy winner all on the strength of a script that didn't seem to follow any conventional guidelines. The trippy, mind-bending narrative challenged what stories TV can tell, performed as one of the most successful Netflix series ever and landed its long-suffering creator Natasha Lyonne squarely in the spotlight. ,But when I spoke to her, she was only concerned with one thing.,""As you know,"" she said after I pointed out we were speaking on a Thursday, calling out a ,, ""I'm only in it for the memes."",<a href=""https://t.co/lK2BhEspvM"">pic.twitter.com/lK2BhEspvM</a>,She was speaking ahead of the premiere of Season 2 — a perhaps unnecessary, though expertly executed followup to the genre-defying original — and I was giddy. That's because talking to Lyonne is pretty much like talking to ,'s Nadia — the same raspy-voiced, acerbic character on the show she conceived, wrote, directed and starred in. ,And the experience talking to Nadia is something anyone who watched back in 2019 can imagine: she's hilarious, wickedly smart, incisive and just the right amount of confusing. ,It's a particular blend that, three years ago, produced one of the best and strangest things on TV, and on Wednesday, a sequel: a second season that does everything to continue the exceptionally well-realized characters that originally drew audiences in, but with an expanded scope and looser focus that causes the wheels to wobble. ,It's an interesting followup to the original about then-36-year-old Nadia, a freelance software developer who refuses to keep her cat indoors as she doesn't ""believe in dictating the boundaries of a sentient being's existence."" ,She then spends her birthday repeatedly dying before starting over , style, as she grapples with everything from the metaphysical ramifications of immortality, to the reckless selfishness of a mother who spent her inheritance on coats and a car, to whether it matters if co-star and fellow timeloop prisoner Alan (played by Charlie Barnett) cleans his apartment, since ""it'll reset when we die."" ,The series about death, rebirth, infinite second chances and the absurd meaninglessness of life was, unsurprisingly, drawn from Lyonne's past.,After being pushed into acting , (she played Woody Allen's daughter in ,, acted alongside Paul Reubens in , at six and made an appearance in 1999's ,)  Lyonne struggled with addiction and nearly died in 2005 from a drug-induced heart infection, followed by open-heart surgery in 2012. ,With all that in her back pocket,  Lyonne partnered with longtime friend and fellow comedian Amy Poehler to craft a series based on her life. The first attempt, a pilot made for NBC called ,, failed, prompting Lyonne to go even wilder on their next attempt — what would ultimately become , — as she assumed it would disappear unnoticed anyways.,Instead, we got the 2019 then-miniseries, a completely self-contained story with an arc and ending so perfect and impactful it had this reviewer opening his interview with the unprompted and unexplained quote: ""Thursday, what a concept!"",So Lyonne, like everyone else, knows the cultural impact ,'s first season had — and the challenge of following it up.,""It is very scary to do a sort of sophomore album, which is, I guess, how I looked at it,"" she said. ""But there's a real buoying sort of factor, to I guess the audience response of enjoying the deep dive that was Season 1."",""They want to be a part of that journey. And it felt like, 'Oh, maybe we're all kind of asking similar questions at the similar time because the world around us is so nuts.'"",Season 2 also acknowledges the Herculean act it's attempting by cribbing from the original at every turn.,Alongside the introduction of ,'s Annie Murphy (as well as Rosie O'Donnell in a cameo as the train announcer featured in much of the show) the gang's all back this time around.,Charlie Barnett returns, as well as co-stars Greta Lee and Rebecca Henderson, and we get constant callbacks to the original: the equally iconic ""sweet birthday baby!"" line gets thrown around by not one, but two characters; fan favourites Horse and Oatmeal (the latter Nadia's pet and possibly literal Schrödinger's cat, the former a possible homeless man, possible time god) earn mention. After travelling to Europe, Lyonne's character even swaps the Thursday line for a new one: ""Time zones, what a concept!"",Perhaps trying to sneak out from under the heel of a now-oppressive wave of multiversal, ""many-worlds-theory"" inspired stories that have grown so numerous since Season 1 they virtually constitute their own genre, ,Season 2 leans toward time travel instead.,Four years out from the original, this time Nadia is caught in a cycle that routinely sends her back to 1982. There, she stumbles through to solve the mystery of what happened to the inheritance her mother squandered — over $500,000 in South African krugerrands — before things get considerably more complex.,A host of requirements from Netflix keep me from explaining further, while the purposefully confusing nature of the show itself means the less you know going in, the better.,But suffice to say that Season 2 is an even deeper personal examination for Lyonne, the granddaughter of Holocaust survivors who herself was kicked out of an Orthodox Jewish academy for selling weed. ,But the personal examinations at the heart of this season do muddy the waters from the first. Where Season 1 was tight, streamlined and pithy, Season 2 can feel more aimless, experimental and grasping. Nadia alternatively struggles to sort out her mother's past, solve the mystery of time travel, accept surrogate mother Ruth's mortality, and come to terms with her own abysmal childhood — all while Alan has his own parallel adventure into the past. ,Even the concept of a sequel itself seems out of the blue for a first season that ended with few loose threads. While Nadia's issues with her mother were discussed in the original, the wholesale plot built around her for the new season feels more artificial ,a spiritual sequel connected more by theme than plot.,All that said, , has not fallen off. Even with a different feel than the original, Season 2 is still one of the best things on TV. Continuing from the first season, a writing room and rotating director's chair completely staffed by women pushes forward characters so well rounded and perfectly imperfect you just want to be their best friend.,The mystery is good too. The further we go into Nadia's (and, therefore, Lyonne's) past, the more you want to know. And even as we spend much of our time there confused — just like my interview — it draws you further in. ,I even asked Lyonne whether there might still be anything else to learn — a potential new story in a potential Season 3?,""We'll see,"" she said, raising her eyebrows. ""Only time travel will tell."""
The Kids in the Hall are making a comeback,"Canadian sketch-comedy troupe The Kids in the Hall is making a return to our screens after a long hiatus. Twenty-seven years after the original series wrapped up on CBC, they're headed to Amazon Prime, with a new season debuting May 13.,Produced by Lorne Michaels's Broadway Video and Canadian production company, Project 10, the revival will see original members Dave Foley, Bruce McCulloch, Kevin McDonald, Mark McKinney and Scott Thompson reunite for eight episodes.,Despite the time away, it was easy for the cast to settle back into a working rhythm, Thompson told CBC News.,""We just have always been together — even when we don't see each other for a long time, we just fall right back into it. It's like family. Family you like."",Also on the way is a new documentary about the group, ,, which is scheduled to appear at the Hot Docs Canadian International Documentary Festival in Toronto in early May, before making its way to Amazon Prime on May 20.,While the cast,also reunited in 2010 for an eight-part narrative miniseries called ,, and have done live shows together, this latest project will be their first televised sketch-comedy series since 1995.  ,The series will feature appearances from a number of A-list guests, including actors Jay Baruchel, Catherine O'Hara, Mark Hamill and Will Forte — although Foley joked: ""We don't give up prime screen time to anybody."",The original show ,, and pushing the limits of what could be done on Canadian TV. McKinney noted that envelope-pushing is a natural part of the process, and not something they actively set out to do.,""I don't think we'll be pushing the same boundaries, but there's going to be new boundaries,"" he said. ""We don't really think in terms of, 'Oh we're going to smash [boundaries].' It's kind of, we write what makes the other guys laugh."",""Having said that, there is full frontal nudity,"" quipped McCulloch. ,The original series was ,. The landscape on that front has changed dramatically, said Thompson, who is gay.,""It's a thousand times different.… My generation, I'm a war vet — like, I came out into a war. So for this, this is like peacetime. For me, how can it get any better?"",The show's original run began in 1988 and lasted five seasons, with its final episode airing in April 1995. The cast was always happy when they would hear the show helped people feel less isolated, noted Foley.,In some ways, a lot of things haven't changed for the comedy troupe behind sketches like , and ,.,""In our heads, whenever we're together, we still feel like these punks in our 20s,"" said Foley.  ,While they may not be in their 20s anymore, Foley insists that the Kids still have a few years left in them, with Thompson deadpanning: ""We really want to wring it dry. Until we're dead.""  ,He also offers a straightforward summary of the new series.,""It's just us doing sketch comedy, at this stage in our life. Trying to reflect the world we're in and make funny. All we're doing is trying to make each other laugh — and if other people laugh, that's just a really nice side-effect."""
Canadian actress apologizes for darkening skin to play domestic worker in Hong Kong drama series,"A Hong Kong television series is being criticized for having a Canadian-born Hong Kong actress darken her skin to play a Filipina domestic worker.,In an episode that aired last week, Calgary-born Franchesca Wong wore brownface makeup to portray Louisa on ,, a supernatural drama on the Hong Kong broadcaster TVB.,According to the ,, Louisa works for a couple who suspect her of using voodoo, calling her ""spooky."" Wong also imitates a Filipino accent for the role.,The portrayal, which was both panned and praised by Hong Kong media, has inspired discussion of discrimination against migrant domestic workers. Critics have called Louisa a ""caricature,"" and noted the use of dark make-up and hiring a non-Filipina performer are disrespectful to Hong Kong's migrant worker population.,There are about 340,000 foreign domestic workers in Hong Kong, according to ,. The New York Times , the figure at 370,000, adding that these workers make up 10 per cent of Hong Kong's total working population. Most are from the Philippines and Indonesia.,A 2017 , from the Center for Strategic and International Studies said that the domestic worker population in Hong Kong experiences exploitation, inhumane treatment and abuse at the hands of their employers.,On Tuesday evening, Wong shared a written apology on Instagram for her depiction of Louisa. An earlier video of her applying skin-darkening makeup, joking that she was ""sun-tanning,"" was widely shared on social media.,""I genuinely apologize to all who have been negatively affected in any way by the 7th chapter of 'Jei Jei' of the , drama series, and my role in it,"" she wrote.,""I genuinely have no intention to disrespect or racially discriminate any ethnic group, please forgive me for getting it wrong."",In a statement to CNN, broadcaster TVB said that Wong's portrayal was a success, and praised her for using ""professional performing techniques"" to play Louisa.,""We wish to emphasize that it was never our intention to show disrespect or to discriminate any nationality in any of our programmes,"" they wrote. The broadcaster has pulled the episode for changes.,Consul General Raly Tejada, the Philippine envoy to Hong Kong, , in the South China Morning Post that the show is ""downright ignorant, insensitive and totally disgusting,"" adding that TVB's statement was a non-apology.,The use of brownface and blackface is considered a racist and dehumanizing act, with historical origins in minstrelsy and vaudeville. White performers would often wear dark makeup to imitate Black or brown people, using exaggerated gestures and accents for comedic effect.,The practice flattens racial identity into the colour of one's skin and other physical features, reducing entire communities into one-note stereotypes.,Wong's portrayal of a Filipina worker on , demonstrates how non-white, light-skinned people can employ the practice to depict and even denigrate darker-skinned people.,Sometimes, the term is used to describe white or light-skinned actors who play another race, regardless of whether they use makeup or not. In the film ,, Emma Stone plays a character who is said to be a quarter Chinese and a quarter Hawaiian.,Other high-profile examples include Johnny Depp, who played the Native American character Tonto in ,and,Robert Downey Jr., who wore blackface in "
Shawn Mendes to be honoured with special Juno award,"Canadian singer-songwriter Shawn Mendes will make a special appearance at next month's Juno Awards ceremony, where he will receive the Juno International Achievement Award for his global impact on music.,The award recognizes Canadian artists who have attained exemplary success on the world stage, not only as chart toppers, but as performers who have raised the profile of Canadian music around the world.,The Toronto-area born Mendes is an 11-time Juno Award winner and multiple Grammy nominee.,In a statement, Mendes said accepting the award will be a ""surreal"" moment, calling it a tremendous honour to be recognized for his work not only in Canada, but around the world.,<a href=""https://twitter.com/hashtag/JUSTANNOUNCED?src=hash&amp;ref_src=twsrc%5Etfw"">#JUSTANNOUNCED</a>: <a href=""https://twitter.com/ShawnMendes?ref_src=twsrc%5Etfw"">@ShawnMendes</a> will be celebrated for his impact on music globally with the JUNO International Achievement Award. Be there as he accepts the award at The 2022 JUNO Awards Broadcast from <a href=""https://twitter.com/budweiserstage?ref_src=twsrc%5Etfw"">@budweiserstage</a> on May 15! Tickets on sale now: <a href=""https://t.co/mqhf7liSWL"">https://t.co/mqhf7liSWL</a>. <a href=""https://t.co/PZbWxgWcNH"">pic.twitter.com/PZbWxgWcNH</a>,Previous Juno International Achievement Award honourees include Arcade Fire, Bryan Adams, Céline Dion, Drake, Sarah McLachlan and Shania Twain.,The Junos will be handed out in Toronto on Sunday, May 15."
Johnny Depp's graphic texts that refer to inner 'monster' revealed during defamation case,"Lawyers for Johnny Depp's ex-wife Amber Heard questioned the , star on Thursday in his defamation case, showing jurors text messages in which Depp referred to a ""monster"" inside him that he kept in check.,Depp, 58, is suing Heard, 35, for $50 million US in a Virginia court after she accused him of abuse. He has argued that Heard was the one who became violent in the relationship.,Starting their cross-examination of Depp, Heard's attorneys read text messages that Depp sent in 2015 near the start of their roughly two-year marriage.,""We've been perfect. All I had to do was send the monster away and lock him up, we've been happier than ever,"" he texted to a former security guard.,""Amber and I have been absolutely perfect ... I have locked my monster child away in a cage deep within and it has f-----g worked,"" Depp said in a text to one of his doctors.,Depp said Heard used the word monster to describe when she thought he was using drugs or alcohol, though he said her perception was not always accurate.,In other texts to friends or associates, Depp referred to Heard as a ""filthy whore,"" and other names.,Writing to actor Paul Bettany in 2013, Depp made comments about drowning and burning Heard, and then having sex with her dead body.,Depp apologized to Heard in a text in 2014, saying he was a ""savage"" and ""went too far."",On Wednesday, Depp told a Virginia jury that Heard would ""strike out"" with a slap or shove. During one argument, Heard threw a vodka bottle at Depp's hand, cutting off the top of his right middle finger, he said. Another time, Heard repeatedly punched him, he said.,In a separate legal case in Britain, Heard denied throwing a bottle and severing Depp's finger. She said she threw things only to escape when he was beating her, and once punched him because she feared he would push her sister down the stairs.,Depp said he never struck Heard or any woman. He has accused Heard, also an actor, of defaming him when she penned a December 2018 opinion piece in the Washington Post about being a survivor of domestic abuse.,The article never mentioned Depp by name, but his lawyer told jurors it was clear Heard was referencing the Hollywood leading man.,Depp said Heard's allegations cost him ""nothing less than everything."" A new ,movie was put on hold, and Depp was dropped from the , film franchise, a ,spinoff.,Attorneys for Heard have argued that she told the truth and that her opinion was protected free speech under the U.S. Constitution's First Amendment. In opening arguments, Heard's attorneys said Depp physically and sexually assaulted her while abusing drugs and alcohol.,A state court judge in Fairfax County, Virginia, is overseeing the trial, which is in its second week and is expected to last six weeks.,Less than two years ago, Depp lost a libel case against The Sun, a British tabloid that labelled him a ""wife beater."" A London High Court judge ruled he had repeatedly assaulted Heard.,Depp's lawyers have said they filed the U.S. case in Fairfax County, outside the nation's capital, because the Washington Post is printed there. The newspaper is not a defendant.,Heard, known for roles in , and ,, and Depp were married for roughly two years. Their divorce was finalized in 2017.,Heard has brought her own libel claim against Depp, saying he smeared her by calling her a liar. Heard's counterclaim, seeking $100 million US, will be decided as part of the trial."
"Real Housewives star NeNe Leakes sues, saying racism accepted on show","NeNe Leakes, a former star of ,, sued the companies behind the show on Wednesday, alleging they fostered and tolerated a hostile and racist work environment.,The lawsuit filed in federal court in Atlanta says Leakes, who is Black, complained to executives about years of racist remarks from fellow housewife Kim Zolciak-Biermann, who is white, but that only Leakes suffered consequences.,The suit names as defendants NBCUniversal, Bravo, production companies True Entertainment and Truly Original, executives from the companies and ,executive producer Andy Cohen, but not Zolciak-Biermann.,""NBC, Bravo and True foster a corporate and workplace culture in which racially insensitive and inappropriate behaviour is tolerated — if not encouraged,"" the suit says.,Representatives for NBCUniversal declined comment.,Emails sent to representatives for the other defendants and Zolciak-Biermann seeking comment were not immediately returned.,Leakes, 54, a TV personality and actor whose legal name is Linnethia Monique Leakes, spent seven seasons as one of the central stars of , between 2008 and 2020.,The suit alleges that during the first season, which aired in 2008, the cast was planning to attend a barbecue, and Zolciak-Biermann responded to the idea with ""words to the effect of: 'I don't want to sit around with NeNe and eat chicken.""' The suit says the statement ""perpetuated an offensive stereotype about African-Americans."",The suit says in 2012, during the fifth season, Zolciak-Biermann made ""racially offensive and stereotypical"" comments about the new home of housewife Kandi Burruss, calling her neighbourhood a ""ghetto"" and perpetuating a racial stereotype in an offensive comment about whether Burruss needed a swimming pool.,That same year, the suit says, Zolciak-Biermann used the N-word to refer to Leakes and other housewives after a dispute with them, the suit alleges. It also alleges Zolciak-Biermann falsely implied that Leakes used drugs and called her home a ""roach nest."",The suit says after Leakes's complaints to the executives overseeing the show, they ""did not terminate their relationship with Zolciak-Biermann, nor take any other meaningful action to put an end to her racially offensive behaviour,"" and, if anything, rewarded her by giving her a spinoff show.,""From the day the series began filming, NeNe was the target of systemic racism from co-star Kim Zolciak-Biermann, which was tolerated by Bravo executive producer Andy Cohen and other executives,"" Leakes's lawyer David deRubertis said in a statement.,Joe Habachy, another of Leakes's attorneys, said via email ""not a day goes by that NeNe doesn't wake up with an onslaught of overwhelming emotions as a direct result of these unfortunate and avoidable occurrences."",The lawsuit alleges that her complaints of racism led in part to Leakes being forced off the show in 2020, before its 13th season.,The suit says Leakes's negotiations for the season came as the Black Lives Matter movement was gaining momentum, with Leakes a vocal supporter.,Executives sought to sideline Leakes from talking about the cause, keeping her off early episodes in which the housewives would address BLM, the suit alleges.,""As the Black Lives Matter movement swept our nation, Mrs. Leakes — Bravo's historically most successful Black female talent — should have been embraced by NBC, Bravo and True,"" the suit says. ""Instead, NBC, Bravo and True forced her out of the 'house she built,' denying her a regular role."",The suit alleges that the defendants' actions violate federal employment and anti-discrimination law, and it seeks monetary damages to be determined at trial."
,
U.S. Rep. Marjorie Taylor Greene denies calling for violence ahead of Jan. 6 riot,"Republican congresswoman Marjorie Taylor Greene told a Georgia judge hearing an effort to block her from the ballot in her re-election bid that she had urged people to join a ""peaceful march"" on Jan. 6, 2021, that turned into a violent assault on the U.S. Capitol.,A group of voters has brought a novel legal challenge to Greene's re-election bid, arguing that the supporter of former president Donald Trump has violated a provision in the 14th Amendment of the U.S. Constitution known as the ""Insurrectionist Disqualification Clause."",The clause, passed after the U.S. Civil War in the 1860s, prohibits politicians from running for Congress if they have engaged in ""insurrection or rebellion"" or ""given aid or comfort"" to the nation's enemies.,""I was asking people to come for a peaceful march, which everyone is entitled to do,"" Greene said. ""I was not asking them to actively engage in violence."",Andrew Celli, a lawyer for the voters, cross-examined Greene, who occasionally did not recall past statements she had made that had been captured on video or audio — including urging Trump to impose martial law and a Facebook video she posted in which she called Democratic House Speaker Nancy Pelosi treasonous, and pointed out that treason was ""a crime punishable by death."",Greene at first denied making the statement about Pelosi, but then admitted to it under questioning by the Celli and the judge.,James Bopp, Greene's lawyer, argued that the statement was ""hyperbole"" and irrelevant to the case.,But Greene appeared perplexed when Celli asked if she advocates political violence against people with whom she disagrees.,""I don't think so,"" Greene replied. ""I don't know how to answer that."",Friday's hearing ended without the judge issuing a ruling.,During media interviews, Greene has downplayed and justified the assault on the Capitol by Trump supporters in their failed bid to block congressional certification of President Joe Biden's 2020 election victory. Greene this month said Democrats and journalists have pushed an ""over-dramatization"" of that day's events.,Celli played a clip of an interview Greene did Jan. 5, 2021, in which she said preventing the certification was ""our 1776 moment"" — an apparent reference to the signing of the U.S. Declaration of Independence. When Celli asked if she was aware that some Trump supporters used that remark as a call to violence, Greene said that wasn't her intention and that she was talking about her plans to object to the certification of electoral votes.,""I was talking about the courage to object,"" she said.,Bopp argued during his opening remarks that removing her from the ballot would be both unfair to her and to voters in her conservative-leaning district.,""Fundamentally, First Amendment rights are at stake, not only the right to vote, as I've mentioned, or the right to run for office,"" Bopp said.,He called it a ""political show trial"" in his closing statement.,In Greene's defence, he then played a video she recorded after the Capitol had been breached in which she urged demonstrators to be peaceful.,But during Celli's cross-examination, she was unable to testify to any occasion between the 2020 election and Jan. 6 in which she urged those protesting the election outcome to be peaceful.,Greene is seeking re-election this year. The Republican primary is scheduled for May 24 and the general election on Nov. 8.,Absentee ballots will start to be mailed on April 25.,The voter challenge is being spearheaded by a group called Free Speech for People that advocates for campaign finance reform. Similar efforts from the group concerning Republican North Carolina congressman Madison Cawthorn and three Republican representatives from Arizona were denied by the courts.,Greene is expected to appeal any ruling that goes against her, and has already brought parallel litigation in U.S. federal court seeking to halt the administrative proceeding.,The actions of Trump allies on or before Jan. 6 have come under scrutiny, with a congressional committee devoted to probe the Capitol riot expected to hold televised hearings sometime in May.,Late Thursday, Kevin McCarthy, the top Republican in the U.S. House of Representatives, came under fire from his own party after an audio recording showed him saying that Trump should resign over the Capitol riot.,The comments, which McCarthy had denied hours before the recording emerged, could undermine his widely known ambition to become House speaker next year if Republicans take control of the chamber in November's midterm elections, which many are predicting.,Trump's actions are also being examined by that House committee, while his communications with Georgia officials after the 2020 election will be subject to a special grand jury in that state, with testimony expected in June. Trump's phone call in early January 2021 with Georgia officials including Secretary of State Brad Raffensperger saw him beseech them to ""find"" votes that would allow him to surpass Biden.,In a statement Thursday, Trump incorrectly blamed Raffensperger and Georgia Gov. Brian Kemp, both Republicans, for allowing the challenge against Greene to proceed, saying she is ""going through hell in their attempt to unseat her."""
